estudiante_id,carrera,semestre,genero,edad,promedio,materias_inscritas,materias_aprobadas,materias_reprobadas,asistencia_pct,beca,trabaja
EST-0387,Administracion,6,M,24,14.7,6,5,1,82.0,False,True
EST-0388,Administracion,3,F,19,13.2,7,5,2,90.9,True,False
EST-0389,Relaciones Industriales,5,F,21,16.0,5,4,1,82.3,False,False
EST-0390,Contaduria,4,F,18,12.7,4,0,4,87.3,False,False
EST-0391,Contaduria,8,M,25,14.3,6,5,1,94.4,False,True
EST-0392,Economia,2,M,23,15.6,7,6,1,94.3,True,False
EST-0393,Administracion,4,M,23,11.2,4,1,3,100.0,False,False
EST-0394,Economia,5,M,23,8.6,5,2,3,79.8,False,False
EST-0395,Contaduria,6,F,19,12.3,5,2,3,95.2,True,True
EST-0396,Economia,3,F,26,12.1,6,2,4,68.1,False,True
EST-0397,Administracion,10,M,21,10.2,7,1,6,69.3,False,True
EST-0398,Administracion,1,F,19,13.3,5,4,1,69.2,False,False
EST-0399,Economia,6,F,23,12.6,7,2,5,88.1,False,False
EST-0400,Contaduria,8,M,26,15.1,4,2,2,83.1,False,False
EST-0401,Relaciones Industriales,10,F,20,11.3,6,4,2,83.0,False,False
EST-0402,Contaduria,6,M,27,15.2,5,2,3,82.0,False,False
EST-0403,Administracion,1,F,24,12.6,6,2,4,66.8,False,True
EST-0404,Administracion,7,M,20,15.5,6,6,0,62.9,False,False
EST-0405,Administracion,2,M,19,14.6,6,5,1,69.2,False,False
EST-0406,Economia,2,F,22,16.7,5,5,0,88.3,False,False
EST-0407,Administracion,5,F,21,14.6,6,3,3,78.9,False,False
EST-0408,Contaduria,3,M,23,8.8,7,1,6,96.2,False,False
EST-0409,Contaduria,6,M,23,15.4,4,2,2,89.0,False,False
EST-0410,Relaciones Industriales,1,M,26,16.2,7,4,3,87.1,True,False
EST-0411,Administracion,4,F,18,11.0,7,4,3,61.5,False,True
EST-0412,Economia,4,F,23,13.7,7,3,4,75.2,False,False
EST-0413,Economia,3,F,23,12.7,7,6,1,73.9,True,True
EST-0414,Contaduria,9,F,21,12.5,7,6,1,71.4,False,True
EST-0415,Administracion,6,F,21,16.8,4,4,0,81.5,False,True
EST-0416,Contaduria,2,F,21,12.2,7,2,5,68.2,False,False
EST-0417,Contaduria,4,M,25,14.4,5,3,2,78.7,False,True
EST-0418,Relaciones Industriales,6,F,24,13.9,6,5,1,96.5,False,False
EST-0419,Economia,4,F,21,15.3,5,1,4,92.8,False,False
EST-0420,Economia,3,M,18,16.5,7,7,0,83.7,True,False
EST-0421,Administracion,2,M,19,11.0,6,2,4,78.4,False,False
EST-0422,Relaciones Industriales,5,M,26,15.9,4,4,0,75.5,False,False
EST-0423,Administracion,4,F,23,14.8,5,4,1,72.7,False,True
EST-0424,Relaciones Industriales,3,F,22,14.9,5,5,0,77.9,False,True
EST-0425,Administracion,7,M,22,8.4,6,3,3,80.5,False,True
EST-0426,Economia,6,F,18,9.2,6,3,3,96.0,True,False
EST-0427,Economia,4,M,25,6.6,5,2,3,56.6,True,True
EST-0428,Relaciones Industriales,5,M,24,13.9,5,5,0,75.6,False,False
EST-0429,Contaduria,8,F,20,14.2,5,3,2,78.4,False,True
EST-0430,Economia,2,F,19,18.5,7,7,0,70.2,False,True
EST-0431,Contaduria,8,M,27,15.2,7,5,2,75.8,True,True
EST-0432,Contaduria,6,F,24,12.4,6,4,2,90.5,True,False
EST-0433,Contaduria,2,F,21,8.7,4,1,3,73.0,False,True
EST-0434,Contaduria,1,F,17,11.7,7,3,4,75.8,False,True
EST-0435,Administracion,3,M,22,10.3,4,1,3,91.3,False,False
EST-0436,Economia,3,F,25,12.9,6,4,2,68.3,False,True
EST-0437,Economia,5,M,20,10.6,7,4,3,76.4,False,True
EST-0438,Administracion,6,F,22,11.9,7,6,1,100.0,False,False
EST-0439,Contaduria,5,F,25,13.0,5,4,1,100.0,False,False
EST-0440,Administracion,8,F,21,16.8,4,3,1,100.0,True,False
EST-0441,Administracion,8,M,25,16.5,4,3,1,82.8,False,False
EST-0442,Economia,1,F,24,13.7,4,3,1,69.0,False,False
EST-0443,Administracion,7,F,24,11.6,6,4,2,68.6,False,True
EST-0444,Relaciones Industriales,9,F,26,11.0,7,7,0,100.0,False,False
EST-0445,Administracion,4,F,25,16.4,5,3,2,79.2,True,True
EST-0446,Contaduria,1,F,18,8.1,6,2,4,88.4,False,True
EST-0447,Administracion,9,M,24,13.9,4,3,1,88.7,True,False
EST-0448,Contaduria,4,M,23,10.6,7,4,3,91.2,False,False
EST-0449,Contaduria,8,F,26,16.2,5,5,0,70.0,False,True
EST-0450,Contaduria,4,M,22,15.7,7,5,2,92.6,True,False
EST-0451,Economia,9,M,28,11.9,5,3,2,85.3,False,False
EST-0452,Administracion,8,M,22,13.4,6,6,0,68.1,False,True
EST-0453,Relaciones Industriales,3,M,23,8.7,6,4,2,73.8,False,True
EST-0454,Economia,8,F,26,16.8,7,6,1,96.9,False,False
EST-0455,Contaduria,2,F,19,13.8,4,3,1,98.1,False,False
EST-0456,Contaduria,8,F,22,19.8,7,7,0,97.1,False,False
EST-0457,Administracion,10,F,22,8.3,7,4,3,92.8,False,True
EST-0458,Contaduria,9,F,28,10.7,5,3,2,91.5,False,False
EST-0459,Administracion,8,F,22,10.3,7,6,1,85.7,False,False
EST-0460,Contaduria,9,F,22,11.3,4,1,3,82.7,False,False
EST-0461,Relaciones Industriales,5,F,19,16.2,5,4,1,68.4,True,True
EST-0462,Relaciones Industriales,9,F,26,13.2,5,4,1,88.1,False,False
EST-0463,Relaciones Industriales,9,F,28,11.3,4,2,2,86.3,False,False
EST-0464,Administracion,4,M,18,13.1,5,2,3,86.4,False,False
EST-0465,Administracion,10,M,30,14.5,6,6,0,72.2,False,True
EST-0466,Administracion,10,F,27,18.3,6,6,0,89.6,False,False
EST-0467,Economia,2,F,23,9.5,6,2,4,69.9,False,True
EST-0468,Administracion,1,M,18,12.7,4,4,0,79.9,False,False
EST-0469,Administracion,6,F,25,11.4,6,2,4,61.3,False,False
EST-0470,Administracion,6,M,22,10.5,5,4,1,91.9,False,True
EST-0471,Relaciones Industriales,5,F,22,9.3,4,1,3,100.0,False,False
EST-0472,Relaciones Industriales,5,F,24,16.1,7,7,0,86.9,False,False
EST-0473,Economia,2,F,24,14.5,5,3,2,82.8,False,True
EST-0474,Administracion,1,M,18,14.0,7,3,4,91.7,False,False
EST-0475,Administracion,4,M,27,14.6,6,5,1,79.9,False,False
EST-0476,Contaduria,4,M,22,14.9,5,2,3,73.4,False,True
EST-0477,Contaduria,6,F,25,15.8,6,5,1,79.5,False,False
EST-0478,Administracion,8,M,21,13.7,5,4,1,83.4,False,False
EST-0479,Contaduria,6,F,22,12.4,5,3,2,74.8,False,True
EST-0480,Economia,6,M,23,12.2,6,4,2,87.8,False,True
EST-0481,Economia,10,M,23,11.9,7,5,2,72.5,False,True
EST-0482,Relaciones Industriales,5,M,21,15.4,7,7,0,87.6,False,True
EST-0483,Economia,5,M,20,15.8,7,7,0,83.6,False,False
EST-0484,Economia,7,F,25,10.4,6,1,5,63.8,True,True
EST-0485,Economia,9,F,17,6.3,4,0,4,87.4,False,True
EST-0486,Contaduria,5,M,25,13.2,5,4,1,90.5,False,False
EST-0487,Relaciones Industriales,7,F,23,14.6,6,5,1,86.8,False,False
EST-0488,Relaciones Industriales,6,F,20,13.7,4,2,2,44.0,False,True
EST-0489,Contaduria,5,M,22,12.9,6,4,2,100.0,False,False
EST-0490,Contaduria,6,M,24,15.9,5,5,0,88.2,False,False
EST-0491,Administracion,2,M,20,14.4,7,6,1,62.6,False,False
EST-0492,Relaciones Industriales,5,F,21,9.4,4,2,2,76.3,True,False
EST-0493,Contaduria,9,M,23,14.2,5,5,0,73.9,False,False
EST-0494,Economia,10,F,27,12.5,5,2,3,71.6,True,True
EST-0495,Relaciones Industriales,3,F,19,9.4,6,0,6,63.4,False,True
EST-0496,Contaduria,6,M,18,10.6,6,5,1,91.2,False,True
EST-0497,Administracion,8,M,30,15.9,5,4,1,90.1,False,False
EST-0498,Relaciones Industriales,7,F,22,15.1,7,4,3,86.8,False,True
EST-0499,Economia,2,F,18,13.9,4,2,2,77.1,False,False
EST-0500,Administracion,3,M,17,12.4,7,6,1,78.1,False,True
EST-0501,Relaciones Industriales,10,M,27,16.6,7,6,1,81.0,True,False
EST-0502,Relaciones Industriales,3,F,24,16.3,7,6,1,77.9,False,True
EST-0503,Relaciones Industriales,7,M,26,13.8,4,3,1,59.4,False,True
EST-0504,Administracion,7,F,22,15.3,5,4,1,78.0,False,True
EST-0505,Contaduria,6,F,21,10.5,6,5,1,84.7,False,False
EST-0506,Economia,10,M,24,18.5,7,7,0,100.0,False,False
EST-0507,Relaciones Industriales,1,M,22,13.2,4,4,0,71.3,False,False
EST-0508,Relaciones Industriales,8,F,26,17.1,7,7,0,86.5,True,False
EST-0509,Economia,7,F,24,14.0,6,3,3,82.7,False,False
EST-0510,Contaduria,6,M,18,11.0,6,3,3,93.3,False,False
EST-0511,Contaduria,4,F,23,11.3,4,2,2,61.7,False,True
EST-0512,Economia,3,F,23,17.8,5,3,2,76.0,False,False
EST-0513,Administracion,6,F,24,16.3,4,2,2,86.3,False,False
EST-0514,Economia,1,F,17,10.3,4,3,1,73.9,False,True
EST-0515,Relaciones Industriales,1,M,22,13.3,4,4,0,94.8,False,False
EST-0516,Economia,7,M,26,10.6,6,2,4,90.7,False,False
EST-0517,Administracion,2,F,18,9.3,4,2,2,75.0,False,False
EST-0518,Relaciones Industriales,9,M,25,16.2,4,4,0,73.4,False,True
EST-0519,Administracion,9,M,23,11.7,4,1,3,75.6,False,False
EST-0520,Relaciones Industriales,9,F,22,12.3,6,4,2,87.0,False,True
EST-0521,Economia,5,M,19,17.5,4,4,0,76.9,False,False
EST-0522,Economia,4,F,21,13.4,4,3,1,97.4,False,False
EST-0523,Contaduria,4,F,24,13.1,7,6,1,76.6,False,False
EST-0524,Administracion,7,M,24,7.6,7,2,5,67.9,False,True
EST-0525,Administracion,10,M,25,15.5,7,6,1,65.2,False,False
EST-0526,Economia,7,F,20,9.3,7,1,6,80.1,False,True
EST-0527,Administracion,5,F,21,16.4,6,6,0,100.0,False,False
EST-0528,Economia,10,F,28,12.8,4,2,2,63.7,False,True
EST-0529,Administracion,6,F,24,12.1,7,3,4,86.9,False,False
EST-0530,Relaciones Industriales,9,F,20,19.0,5,4,1,71.1,True,True
EST-0531,Administracion,6,M,22,13.9,7,5,2,56.1,False,True
EST-0532,Economia,1,M,24,16.5,5,3,2,100.0,True,False
EST-0533,Administracion,9,F,24,17.1,6,5,1,87.8,True,False
EST-0534,Administracion,9,M,27,9.1,7,4,3,80.6,True,True
EST-0535,Economia,1,M,21,16.7,7,4,3,66.4,True,False
EST-0536,Economia,1,F,22,13.8,4,2,2,77.2,False,False
EST-0537,Administracion,3,M,26,8.8,5,3,2,70.4,True,True
EST-0538,Administracion,4,F,24,17.5,4,4,0,90.0,False,False
EST-0539,Economia,2,M,20,10.8,4,4,0,76.8,False,True
EST-0540,Administracion,9,M,27,12.8,5,3,2,58.5,False,True
EST-0541,Economia,4,M,23,15.4,5,4,1,67.7,True,False
EST-0542,Economia,6,M,25,6.1,7,2,5,57.0,False,True
EST-0543,Contaduria,5,F,23,11.2,4,2,2,55.6,False,True
EST-0544,Relaciones Industriales,2,M,18,14.5,5,3,2,87.3,False,True
EST-0545,Contaduria,3,F,21,11.9,6,3,3,90.7,False,True
EST-0546,Contaduria,7,F,24,14.1,6,3,3,84.7,False,False
EST-0547,Relaciones Industriales,10,F,28,12.2,4,1,3,53.5,False,True
EST-0548,Administracion,1,M,17,16.4,7,7,0,87.3,False,False
EST-0549,Administracion,6,F,21,13.3,5,3,2,90.0,False,True
EST-0550,Administracion,8,F,26,12.5,5,4,1,83.4,False,True
EST-0551,Economia,6,F,20,13.4,7,6,1,95.8,False,False
EST-0552,Contaduria,2,F,22,17.1,6,5,1,84.5,False,False
EST-0553,Economia,6,F,21,19.2,6,6,0,100.0,True,False
EST-0554,Contaduria,3,M,25,8.4,4,1,3,79.3,False,True
EST-0555,Economia,3,M,21,9.5,5,2,3,55.9,False,True
EST-0556,Administracion,5,F,24,12.3,7,5,2,87.9,False,True
EST-0557,Relaciones Industriales,1,F,21,16.3,5,4,1,64.3,False,False
EST-0558,Administracion,9,F,24,15.5,4,3,1,81.4,False,False
EST-0559,Contaduria,7,F,25,13.6,4,4,0,100.0,False,True
EST-0560,Relaciones Industriales,1,M,22,15.2,7,6,1,69.9,False,False
EST-0561,Administracion,8,F,25,14.9,4,4,0,82.2,False,False
EST-0562,Administracion,4,M,27,11.1,7,6,1,99.2,True,False
EST-0563,Contaduria,3,F,19,11.7,6,3,3,52.0,False,True
EST-0564,Administracion,9,F,23,15.0,5,3,2,100.0,False,False
EST-0565,Relaciones Industriales,7,F,28,5.0,4,1,3,71.8,False,True
EST-0566,Contaduria,1,F,20,12.4,7,4,3,76.1,True,False
EST-0567,Economia,9,F,25,15.7,5,5,0,82.2,False,False
EST-0568,Administracion,1,M,17,16.1,5,4,1,90.9,False,False
EST-0569,Contaduria,5,F,25,9.3,7,4,3,97.3,False,True
EST-0570,Administracion,10,F,27,8.3,6,1,5,84.8,False,True
EST-0571,Contaduria,7,M,22,12.2,6,5,1,79.9,False,True
EST-0572,Contaduria,8,F,28,16.9,6,5,1,70.9,False,True
EST-0573,Administracion,6,F,25,12.3,7,4,3,74.6,False,True
EST-0574,Contaduria,2,M,23,13.1,6,3,3,88.1,True,False
EST-0575,Relaciones Industriales,10,M,25,10.4,4,4,0,75.0,False,True
EST-0576,Contaduria,5,F,23,13.3,6,5,1,85.9,False,False
EST-0577,Administracion,6,F,19,9.9,5,2,3,97.5,False,True
EST-0578,Administracion,10,F,22,16.2,5,4,1,76.4,True,True
EST-0579,Economia,2,F,22,12.8,5,2,3,100.0,False,False
EST-0580,Administracion,5,F,24,10.7,7,6,1,77.4,True,False
EST-0581,Contaduria,3,F,18,11.0,4,2,2,62.9,False,True
EST-0582,Economia,2,M,22,14.8,5,5,0,66.3,False,False
EST-0583,Economia,9,M,23,12.2,6,2,4,100.0,False,False
EST-0584,Economia,10,F,24,19.3,7,7,0,86.0,False,False
EST-0585,Relaciones Industriales,9,F,28,13.4,6,4,2,79.8,False,True
EST-0586,Economia,9,F,24,13.2,7,5,2,89.3,False,False
EST-0587,Administracion,9,F,22,10.1,7,2,5,77.0,False,True
EST-0588,Administracion,2,F,22,15.1,5,3,2,90.9,False,False
EST-0589,Relaciones Industriales,8,F,22,11.7,7,2,5,61.6,False,True
EST-0590,Economia,2,M,27,15.0,5,3,2,87.2,True,False
EST-0591,Economia,7,F,24,9.9,6,3,3,100.0,False,False
EST-0592,Administracion,3,F,19,11.4,5,4,1,97.0,False,True
EST-0593,Contaduria,6,M,21,13.1,7,4,3,76.3,False,False
EST-0594,Contaduria,8,F,24,12.3,4,3,1,82.2,False,False
EST-0595,Economia,10,M,23,13.3,6,3,3,93.5,False,True
EST-0596,Administracion,4,M,23,12.2,6,2,4,86.7,False,False
EST-0597,Contaduria,5,M,22,16.0,5,3,2,100.0,False,False
EST-0598,Economia,1,M,17,16.2,6,5,1,99.7,False,False
EST-0599,Administracion,5,F,17,10.9,6,4,2,83.6,False,False
EST-0600,Relaciones Industriales,8,F,22,9.3,4,3,1,83.8,False,True
EST-0601,Relaciones Industriales,5,M,22,16.8,6,5,1,75.7,False,True
EST-0602,Contaduria,4,F,19,16.6,7,6,1,98.9,False,False
EST-0603,Economia,1,F,20,11.0,7,3,4,62.7,False,True
EST-0604,Contaduria,5,M,19,12.4,7,5,2,91.5,False,True
EST-0605,Relaciones Industriales,4,F,19,9.5,5,1,4,77.0,False,True
EST-0606,Economia,9,F,20,13.0,4,4,0,82.0,False,True
EST-0607,Relaciones Industriales,10,F,19,18.0,7,6,1,81.4,False,True
EST-0608,Contaduria,6,M,24,13.0,6,5,1,90.7,False,False
EST-0609,Administracion,4,M,24,18.6,5,5,0,86.0,True,False
EST-0610,Administracion,1,F,17,12.0,6,3,3,74.7,False,True
EST-0611,Administracion,1,F,18,15.4,5,3,2,58.6,False,True
EST-0612,Administracion,8,M,27,10.4,6,3,3,48.6,False,True
EST-0613,Relaciones Industriales,3,F,22,8.9,4,2,2,87.0,False,False
EST-0614,Relaciones Industriales,1,F,20,12.4,7,4,3,100.0,True,False
EST-0615,Economia,10,M,26,7.6,6,2,4,64.7,True,True
EST-0616,Contaduria,10,F,20,14.8,4,4,0,99.2,True,True
EST-0617,Contaduria,3,M,17,13.4,4,3,1,85.3,False,False
EST-0618,Relaciones Industriales,10,F,22,14.2,5,3,2,76.3,False,False
EST-0619,Administracion,1,F,20,14.6,7,6,1,80.1,True,False
EST-0620,Administracion,7,F,21,16.2,4,2,2,70.2,False,True
EST-0621,Relaciones Industriales,4,F,21,8.6,5,1,4,79.7,False,True
EST-0622,Administracion,2,F,24,11.2,7,3,4,63.1,False,True
EST-0623,Economia,5,F,20,13.0,4,4,0,60.5,False,True
EST-0624,Relaciones Industriales,5,F,23,17.1,7,7,0,85.2,False,True
EST-0625,Administracion,5,M,24,8.5,4,1,3,93.6,False,True
EST-0626,Economia,7,M,20,17.0,7,6,1,74.3,False,False
EST-0627,Relaciones Industriales,4,F,22,12.5,7,3,4,96.9,False,False
EST-0628,Economia,3,M,20,10.6,4,1,3,72.1,False,False
EST-0629,Economia,7,F,26,15.6,6,3,3,82.6,True,False
EST-0630,Economia,5,M,26,11.1,6,2,4,84.6,False,False
EST-0631,Administracion,1,F,22,18.2,4,4,0,62.7,True,True
EST-0632,Relaciones Industriales,5,F,19,10.4,4,2,2,81.4,False,True
EST-0633,Administracion,9,F,23,8.8,6,4,2,80.3,False,True
EST-0634,Contaduria,7,M,23,16.1,7,6,1,72.5,False,False
EST-0635,Contaduria,4,F,22,11.8,7,4,3,76.0,False,True
EST-0636,Economia,8,F,24,16.2,6,6,0,77.0,False,False
EST-0637,Economia,10,F,23,15.2,7,3,4,87.4,False,False
EST-0638,Economia,2,M,25,13.8,6,4,2,86.8,False,False
EST-0639,Economia,3,M,25,13.3,7,4,3,85.5,False,False
EST-0640,Economia,8,F,22,14.6,6,6,0,52.6,False,True
EST-0641,Administracion,9,M,21,16.4,5,5,0,100.0,True,True
EST-0642,Contaduria,6,F,19,16.0,6,5,1,97.3,True,False
EST-0643,Relaciones Industriales,4,F,19,14.4,4,4,0,76.6,True,False
EST-0644,Economia,7,M,25,14.0,7,3,4,74.2,False,False
EST-0645,Contaduria,6,F,20,10.1,4,2,2,79.2,False,True
EST-0646,Contaduria,6,M,27,10.8,5,1,4,55.9,False,True
EST-0647,Relaciones Industriales,7,M,23,8.3,7,4,3,61.8,False,True
EST-0648,Economia,3,M,24,9.4,6,1,5,79.2,False,True
EST-0649,Contaduria,3,F,23,11.2,4,2,2,93.6,False,False
EST-0650,Relaciones Industriales,1,F,23,11.4,4,2,2,75.5,False,False
EST-0651,Relaciones Industriales,9,M,23,12.5,6,4,2,75.7,False,False
EST-0652,Contaduria,5,M,26,13.9,4,3,1,56.6,False,True
EST-0653,Administracion,7,F,27,11.6,5,3,2,98.7,False,True
EST-0654,Economia,3,M,24,10.5,5,1,4,83.9,True,False
EST-0655,Economia,7,M,24,14.7,4,3,1,80.4,True,False
EST-0656,Administracion,8,F,21,14.1,6,4,2,77.9,False,True
EST-0657,Economia,7,F,25,14.5,6,2,4,63.8,False,True
EST-0658,Administracion,5,M,23,14.1,6,6,0,86.8,True,False
EST-0659,Administracion,9,F,29,15.8,4,3,1,85.6,False,False
EST-0660,Economia,5,F,23,14.6,4,3,1,95.6,False,False
EST-0661,Relaciones Industriales,1,F,21,11.8,4,3,1,82.8,False,False
EST-0662,Administracion,9,M,20,11.0,6,2,4,76.6,False,True
EST-0663,Relaciones Industriales,1,M,20,15.9,5,4,1,81.9,False,True
EST-0664,Administracion,9,M,24,16.1,4,4,0,99.2,False,False
EST-0665,Administracion,3,F,23,15.2,7,6,1,85.3,False,False
EST-0666,Contaduria,1,M,22,13.1,4,3,1,80.9,False,False
EST-0667,Contaduria,4,F,19,11.5,5,5,0,62.5,False,True
EST-0668,Economia,3,M,21,8.2,4,1,3,80.7,True,True
EST-0669,Administracion,9,F,24,19.6,5,5,0,82.5,False,True
EST-0670,Administracion,4,F,24,13.1,6,3,3,100.0,True,False
EST-0671,Economia,2,F,20,12.7,7,4,3,54.2,True,True
EST-0672,Administracion,2,F,19,15.0,4,4,0,74.6,False,False
EST-0673,Relaciones Industriales,6,F,18,12.7,6,3,3,59.8,False,True
EST-0674,Contaduria,1,F,20,9.4,7,2,5,93.0,False,False
EST-0675,Economia,6,F,21,11.4,5,3,2,100.0,False,False
EST-0676,Relaciones Industriales,3,F,23,16.6,5,4,1,79.0,False,False
EST-0677,Relaciones Industriales,7,F,20,13.9,5,3,2,76.4,False,True
EST-0678,Economia,10,F,24,16.5,4,3,1,80.1,False,False
EST-0679,Administracion,10,M,26,15.3,4,3,1,64.3,False,False
EST-0680,Administracion,8,F,21,11.4,6,3,3,72.2,False,False
EST-0681,Contaduria,9,F,26,13.4,7,4,3,62.6,True,True
EST-0682,Relaciones Industriales,2,F,22,17.5,4,3,1,76.1,False,False
EST-0683,Economia,10,M,23,17.3,5,4,1,87.9,False,False
EST-0684,Administracion,8,M,26,13.2,5,5,0,80.3,False,True
EST-0685,Administracion,9,F,26,10.6,5,2,3,82.8,False,False
EST-0686,Relaciones Industriales,8,M,25,9.6,4,2,2,83.6,False,True
EST-0687,Contaduria,5,F,25,12.5,7,4,3,75.8,False,True
EST-0688,Contaduria,3,F,23,10.6,6,5,1,83.1,False,True
EST-0689,Economia,2,F,26,11.7,4,1,3,86.7,False,False
EST-0690,Economia,6,F,21,14.1,6,5,1,96.6,False,False
EST-0691,Economia,9,M,23,12.9,7,4,3,90.6,False,False
EST-0692,Economia,10,M,28,12.8,6,3,3,94.8,False,True
EST-0693,Administracion,3,F,18,7.1,4,2,2,71.0,False,True
EST-0694,Contaduria,9,F,20,14.0,5,5,0,80.8,False,False
EST-0695,Economia,8,M,26,16.7,4,4,0,76.2,False,False
EST-0696,Administracion,9,M,22,14.9,5,5,0,71.3,True,True
EST-0697,Contaduria,5,M,20,12.9,6,4,2,82.0,False,False
EST-0698,Administracion,1,F,23,10.2,5,1,4,48.4,False,True
EST-0699,Administracion,2,F,19,15.5,7,6,1,98.6,True,False
EST-0700,Economia,8,F,27,12.6,5,4,1,63.6,False,True
EST-0701,Contaduria,5,M,23,14.1,5,2,3,100.0,False,False
EST-0702,Economia,9,F,23,15.2,7,7,0,97.8,False,False
EST-0703,Administracion,10,F,29,15.0,6,5,1,96.3,False,False
EST-0704,Contaduria,4,F,20,11.2,4,2,2,77.2,False,False
EST-0705,Relaciones Industriales,2,M,24,8.2,7,1,6,96.9,False,False
EST-0706,Administracion,8,F,23,14.5,7,4,3,90.1,False,True
EST-0707,Contaduria,8,M,26,12.6,4,3,1,87.5,False,False
EST-0708,Economia,6,M,24,11.3,5,3,2,75.3,False,False
EST-0709,Economia,8,M,21,16.0,5,4,1,75.7,False,False
EST-0710,Relaciones Industriales,7,M,20,12.6,5,4,1,78.7,False,True
EST-0711,Relaciones Industriales,4,M,17,14.6,5,2,3,75.5,False,False
EST-0712,Contaduria,4,F,20,11.6,6,2,4,64.6,True,True
EST-0713,Contaduria,6,F,22,11.0,4,2,2,88.3,False,True
EST-0714,Economia,9,F,20,17.1,6,4,2,65.3,False,False
EST-0715,Contaduria,7,F,26,12.0,7,5,2,59.1,False,True
EST-0716,Administracion,6,M,20,10.0,5,3,2,88.0,False,True
EST-0717,Contaduria,3,F,21,13.9,6,5,1,90.6,False,True
EST-0718,Administracion,6,F,23,7.5,6,2,4,76.5,False,True
EST-0719,Contaduria,6,M,20,15.6,4,2,2,73.8,False,True
EST-0720,Contaduria,10,F,27,13.4,7,5,2,95.7,True,False
EST-0721,Administracion,2,F,17,17.2,7,7,0,97.9,False,True
EST-0722,Economia,9,F,23,13.8,7,6,1,82.9,True,True
EST-0723,Administracion,6,F,17,18.3,6,6,0,75.1,True,False
EST-0724,Economia,10,M,26,12.4,5,3,2,64.5,False,False
EST-0725,Relaciones Industriales,9,F,28,8.8,7,5,2,80.2,True,False
EST-0726,Administracion,6,M,25,9.4,5,1,4,90.9,False,True
EST-0727,Relaciones Industriales,10,F,22,14.6,5,4,1,94.5,False,False
EST-0728,Economia,3,M,23,13.4,6,3,3,81.9,False,False
EST-0729,Relaciones Industriales,5,F,20,14.4,4,4,0,78.7,False,True
EST-0730,Administracion,3,M,20,8.3,6,0,6,83.9,False,True
EST-0731,Relaciones Industriales,4,M,21,15.7,5,3,2,94.5,False,False
EST-0732,Relaciones Industriales,10,M,24,13.5,5,5,0,76.8,False,True
EST-0733,Relaciones Industriales,10,M,24,19.2,5,4,1,76.5,True,False
EST-0734,Relaciones Industriales,10,M,27,12.1,7,3,4,93.2,True,False
EST-0735,Economia,7,F,21,14.0,5,4,1,89.9,False,False
EST-0736,Relaciones Industriales,3,M,17,14.0,4,3,1,78.6,False,True
EST-0737,Contaduria,7,F,21,13.6,6,5,1,100.0,False,True
EST-0738,Economia,8,F,22,12.7,5,3,2,74.9,True,False
EST-0739,Administracion,5,F,20,14.5,7,4,3,82.5,False,False
EST-0740,Economia,3,M,17,17.4,6,5,1,79.8,False,False
EST-0741,Administracion,3,M,19,11.1,5,4,1,76.8,True,False
EST-0742,Relaciones Industriales,8,F,27,16.7,7,6,1,64.5,False,False
EST-0743,Administracion,7,F,24,13.4,5,3,2,75.7,False,True
EST-0744,Economia,8,M,21,14.2,7,3,4,65.6,False,True
EST-0745,Economia,4,M,22,11.0,7,3,4,83.7,False,False
EST-0746,Contaduria,9,F,23,12.3,6,4,2,90.9,True,True
EST-0747,Relaciones Industriales,2,M,22,12.4,7,6,1,86.7,False,True
EST-0748,Contaduria,10,M,27,17.9,4,4,0,88.9,False,False
EST-0749,Economia,7,F,22,13.5,6,4,2,85.9,False,False
EST-0750,Administracion,2,F,21,12.6,4,2,2,100.0,False,False
EST-0751,Administracion,3,M,23,11.7,7,5,2,88.1,False,False
EST-0752,Administracion,1,F,22,9.2,6,5,1,89.9,False,False
EST-0753,Relaciones Industriales,4,F,24,10.8,4,0,4,74.5,False,False
EST-0754,Contaduria,1,M,21,9.9,7,3,4,77.1,False,True
EST-0755,Administracion,1,F,21,11.6,5,2,3,65.6,False,True
EST-0756,Contaduria,8,F,19,16.6,4,4,0,100.0,False,False
EST-0757,Contaduria,6,F,23,11.6,7,4,3,97.8,False,False
EST-0758,Economia,6,F,28,16.8,6,5,1,90.9,False,False
EST-0759,Administracion,10,M,21,11.2,4,3,1,79.3,False,True
EST-0760,Contaduria,4,M,23,11.2,5,2,3,99.5,False,False
EST-0761,Administracion,6,M,19,15.8,4,3,1,70.9,False,False
EST-0762,Administracion,6,M,21,17.6,5,5,0,85.4,False,False
EST-0763,Contaduria,10,F,23,13.6,6,6,0,56.4,False,False
EST-0764,Economia,9,M,31,13.1,5,3,2,77.6,True,False
EST-0765,Relaciones Industriales,9,M,24,19.1,7,7,0,77.5,False,False
EST-0766,Administracion,7,F,21,12.4,5,3,2,96.3,False,True
EST-0767,Relaciones Industriales,6,F,24,16.8,4,2,2,55.6,False,False
EST-0768,Relaciones Industriales,9,M,24,13.5,6,4,2,91.8,False,False
EST-0769,Contaduria,9,M,27,15.2,5,3,2,76.3,True,True
EST-0770,Administracion,4,F,20,8.4,4,1,3,65.8,False,False
EST-0771,Contaduria,9,F,21,12.6,6,4,2,84.5,False,True
EST-0772,Contaduria,3,M,21,12.7,7,4,3,100.0,False,False
EST-0773,Administracion,5,F,22,13.0,6,5,1,58.7,False,True
