fecha,tienda,region,categoria,cantidad,ingreso,costo
2023-06-10,Tienda-04,Capital,Alimentos,2,28.78,20.93
2023-06-10,Tienda-09,Capital,Limpieza,10,130.97,96.49
2023-06-10,Tienda-10,Capital,Electronica,1,150.48,91.87
2023-06-10,Tienda-03,Andes,Alimentos,6,92.39,71.65
2023-06-11,Tienda-03,Andes,Cuidado Personal,10,194.54,142.72
2023-06-11,Tienda-04,Capital,Electronica,2,300.01,248.54
2023-06-11,Tienda-02,Central,Alimentos,9,143.55,114.24
2023-06-11,Tienda-04,Capital,Alimentos,11,179.24,146.04
2023-06-11,Tienda-08,Andes,Alimentos,10,163.39,122.14
2023-06-11,Tienda-10,Capital,Hogar,7,338.21,273.85
2023-06-11,Tienda-04,Capital,Electronica,2,302.41,201.94
2023-06-12,Tienda-10,Capital,Alimentos,3,40.92,34.37
2023-06-12,Tienda-09,Capital,Alimentos,5,72.86,61.0
2023-06-12,Tienda-03,Andes,Cuidado Personal,6,115.67,71.94
2023-06-12,Tienda-04,Capital,Electronica,1,154.13,125.59
2023-06-13,Tienda-10,Capital,Bebidas,9,78.0,58.46
2023-06-13,Tienda-03,Andes,Cuidado Personal,4,69.02,53.85
2023-06-13,Tienda-06,Oriente,Hogar,8,369.38,269.53
2023-06-13,Tienda-04,Capital,Electronica,2,282.65,210.32
2023-06-13,Tienda-08,Andes,Alimentos,2,30.37,18.37
2023-06-13,Tienda-06,Oriente,Limpieza,9,118.68,94.37
2023-06-14,Tienda-09,Capital,Limpieza,6,76.98,59.58
2023-06-14,Tienda-09,Capital,Bebidas,7,59.52,44.64
2023-06-14,Tienda-03,Andes,Cuidado Personal,7,114.64,80.44
2023-06-14,Tienda-04,Capital,Alimentos,7,111.85,93.38
2023-06-14,Tienda-02,Central,Hogar,1,47.49,31.72
2023-06-14,Tienda-10,Capital,Hogar,7,300.03,223.82
2023-06-14,Tienda-06,Oriente,Hogar,9,395.16,255.55
2023-06-14,Tienda-05,Central,Alimentos,1,16.28,10.06
2023-06-14,Tienda-09,Capital,Bebidas,8,67.63,57.23
2023-06-14,Tienda-08,Andes,Electronica,2,294.45,246.96
2023-06-15,Tienda-05,Central,Limpieza,7,76.5,48.34
2023-06-15,Tienda-09,Capital,Hogar,4,197.19,133.67
2023-06-15,Tienda-06,Oriente,Bebidas,8,69.6,58.24
2023-06-16,Tienda-01,Oriente,Cuidado Personal,2,38.99,25.08
2023-06-16,Tienda-07,Capital,Alimentos,5,73.73,45.68
2023-06-16,Tienda-03,Andes,Alimentos,2,30.18,25.18
2023-06-16,Tienda-01,Oriente,Alimentos,2,31.29,23.7
2023-06-16,Tienda-07,Capital,Cuidado Personal,6,105.18,75.03
2023-06-17,Tienda-10,Capital,Limpieza,3,38.61,25.92
2023-06-17,Tienda-06,Oriente,Limpieza,11,133.35,94.65
2023-06-17,Tienda-09,Capital,Hogar,10,471.87,369.66
2023-06-17,Tienda-02,Central,Limpieza,6,76.34,61.54
2023-06-17,Tienda-09,Capital,Hogar,10,417.03,291.29
2023-06-17,Tienda-08,Andes,Cuidado Personal,1,19.4,14.99
2023-06-17,Tienda-08,Andes,Bebidas,1,8.72,6.35
2023-06-17,Tienda-09,Capital,Electronica,1,149.09,109.56
2023-06-18,Tienda-08,Andes,Cuidado Personal,10,195.53,151.98
2023-06-18,Tienda-01,Oriente,Cuidado Personal,1,18.54,13.27
2023-06-18,Tienda-08,Andes,Bebidas,10,80.52,58.69
2023-06-18,Tienda-10,Capital,Limpieza,1,11.22,8.6
2023-06-18,Tienda-10,Capital,Alimentos,9,138.27,86.91
2023-06-18,Tienda-01,Oriente,Alimentos,2,29.88,20.26
2023-06-18,Tienda-10,Capital,Hogar,9,414.11,343.16
2023-06-18,Tienda-10,Capital,Cuidado Personal,5,85.87,55.19
2023-06-18,Tienda-10,Capital,Alimentos,6,84.09,63.69
2023-06-19,Tienda-06,Oriente,Alimentos,3,42.06,26.93
2023-06-19,Tienda-07,Capital,Alimentos,3,46.01,37.05
2023-06-19,Tienda-04,Capital,Bebidas,9,65.8,51.24
2023-06-19,Tienda-05,Central,Bebidas,4,34.01,27.57
2023-06-20,Tienda-07,Capital,Hogar,2,98.49,59.56
2023-06-20,Tienda-08,Andes,Limpieza,7,80.14,60.91
2023-06-20,Tienda-03,Andes,Limpieza,4,49.38,32.38
2023-06-20,Tienda-08,Andes,Bebidas,3,23.56,16.26
2023-06-20,Tienda-09,Capital,Limpieza,3,39.02,32.66
2023-06-21,Tienda-06,Oriente,Alimentos,4,54.37,38.99
2023-06-21,Tienda-06,Oriente,Alimentos,3,42.13,34.93
2023-06-21,Tienda-08,Andes,Bebidas,4,33.63,24.09
2023-06-21,Tienda-07,Capital,Cuidado Personal,4,66.25,50.9
2023-06-21,Tienda-07,Capital,Limpieza,7,76.6,64.06
2023-06-21,Tienda-07,Capital,Alimentos,5,71.53,55.78
2023-06-21,Tienda-02,Central,Alimentos,9,132.53,92.7
2023-06-21,Tienda-05,Central,Hogar,2,87.73,69.29
2023-06-21,Tienda-09,Capital,Alimentos,8,127.14,89.05
2023-06-21,Tienda-03,Andes,Electronica,2,279.04,206.59
2023-06-21,Tienda-07,Capital,Hogar,4,174.98,126.07
2023-06-22,Tienda-05,Central,Cuidado Personal,3,57.6,42.12
2023-06-22,Tienda-06,Oriente,Hogar,3,139.93,102.36
2023-06-22,Tienda-03,Andes,Alimentos,5,76.23,61.2
2023-06-22,Tienda-03,Andes,Electronica,1,145.68,96.99
2023-06-22,Tienda-05,Central,Electronica,2,275.04,187.21
2023-06-22,Tienda-01,Oriente,Hogar,6,255.01,185.4
2023-06-22,Tienda-04,Capital,Hogar,5,238.66,178.33
2023-06-22,Tienda-06,Oriente,Electronica,2,294.08,201.15
2023-06-23,Tienda-01,Oriente,Alimentos,7,109.86,71.08
2023-06-23,Tienda-10,Capital,Electronica,2,288.07,185.26
2023-06-23,Tienda-09,Capital,Cuidado Personal,6,100.74,63.01
2023-06-23,Tienda-02,Central,Alimentos,8,129.81,102.03
2023-06-23,Tienda-07,Capital,Bebidas,7,50.52,38.33
2023-06-23,Tienda-04,Capital,Bebidas,9,72.38,57.32
2023-06-23,Tienda-06,Oriente,Cuidado Personal,6,104.57,79.06
2023-06-23,Tienda-02,Central,Hogar,4,165.98,117.56
2023-06-23,Tienda-04,Capital,Bebidas,7,50.4,31.0
2023-06-23,Tienda-03,Andes,Limpieza,3,36.39,29.27
2023-06-23,Tienda-05,Central,Bebidas,1,8.72,5.5
2023-06-24,Tienda-05,Central,Hogar,11,523.75,411.04
2023-06-24,Tienda-01,Oriente,Electronica,1,163.54,112.82
2023-06-24,Tienda-08,Andes,Hogar,7,317.19,237.27
2023-06-24,Tienda-10,Capital,Electronica,1,156.22,122.68
2023-06-25,Tienda-06,Oriente,Bebidas,10,84.01,50.45
2023-06-25,Tienda-01,Oriente,Alimentos,6,91.98,77.66
2023-06-25,Tienda-08,Andes,Alimentos,6,86.37,57.58
2023-06-25,Tienda-03,Andes,Alimentos,11,154.48,95.74
2023-06-25,Tienda-09,Capital,Hogar,3,135.69,102.7
2023-06-25,Tienda-09,Capital,Cuidado Personal,6,113.76,95.91
2023-06-26,Tienda-03,Andes,Limpieza,3,32.87,25.86
2023-06-26,Tienda-01,Oriente,Bebidas,7,55.38,43.54
2023-06-26,Tienda-07,Capital,Alimentos,1,15.86,11.86
2023-06-26,Tienda-06,Oriente,Alimentos,1,16.2,13.28
2023-06-26,Tienda-06,Oriente,Electronica,1,137.68,99.91
2023-06-26,Tienda-02,Central,Electronica,2,289.11,196.79
2023-06-26,Tienda-04,Capital,Hogar,3,128.6,102.51
2023-06-26,Tienda-08,Andes,Limpieza,6,68.78,55.71
2023-06-27,Tienda-06,Oriente,Bebidas,2,15.45,9.4
2023-06-27,Tienda-06,Oriente,Bebidas,9,74.7,50.95
2023-06-27,Tienda-10,Capital,Hogar,9,400.75,319.02
2023-06-27,Tienda-08,Andes,Alimentos,1,15.82,11.41
2023-06-27,Tienda-10,Capital,Alimentos,7,97.36,82.16
2023-06-27,Tienda-01,Oriente,Hogar,2,89.1,70.36
2023-06-27,Tienda-08,Andes,Bebidas,7,56.55,34.4
2023-06-27,Tienda-07,Capital,Bebidas,3,25.38,21.54
2023-06-27,Tienda-08,Andes,Alimentos,1,15.2,12.88
2023-06-27,Tienda-06,Oriente,Hogar,5,247.19,161.74
2023-06-28,Tienda-10,Capital,Electronica,1,164.53,114.42
2023-06-28,Tienda-04,Capital,Bebidas,1,8.35,5.86
2023-06-28,Tienda-04,Capital,Limpieza,5,55.13,41.34
2023-06-28,Tienda-05,Central,Electronica,2,325.16,273.91
2023-06-29,Tienda-09,Capital,Limpieza,3,37.9,27.3
2023-06-29,Tienda-03,Andes,Bebidas,8,64.93,47.52
2023-06-29,Tienda-05,Central,Hogar,8,348.77,252.05
2023-06-29,Tienda-06,Oriente,Alimentos,8,120.08,85.1
2023-06-29,Tienda-09,Capital,Alimentos,9,121.84,98.14
2023-06-29,Tienda-04,Capital,Alimentos,5,68.55,42.49
2023-06-29,Tienda-10,Capital,Hogar,7,343.54,289.4
2023-06-30,Tienda-10,Capital,Hogar,3,129.86,104.47
2023-06-30,Tienda-10,Capital,Alimentos,4,54.34,39.96
2023-06-30,Tienda-09,Capital,Cuidado Personal,8,138.27,111.07
2023-06-30,Tienda-05,Central,Electronica,2,277.67,232.68
2023-06-30,Tienda-06,Oriente,Limpieza,5,65.77,42.19
2023-06-30,Tienda-02,Central,Cuidado Personal,4,71.06,46.46
2023-06-30,Tienda-07,Capital,Cuidado Personal,1,19.72,13.94
2023-06-30,Tienda-06,Oriente,Alimentos,4,58.4,46.44
2023-06-30,Tienda-06,Oriente,Alimentos,9,146.19,89.13
2023-06-30,Tienda-09,Capital,Hogar,5,237.23,163.78
2023-07-01,Tienda-06,Oriente,Electronica,1,143.57,102.16
2023-07-01,Tienda-04,Capital,Electronica,2,306.73,250.45
2023-07-01,Tienda-04,Capital,Electronica,2,290.54,229.8
2023-07-01,Tienda-01,Oriente,Alimentos,2,30.59,22.83
2023-07-01,Tienda-03,Andes,Electronica,2,309.12,215.69
2023-07-01,Tienda-06,Oriente,Cuidado Personal,9,174.08,131.75
2023-07-01,Tienda-07,Capital,Hogar,2,84.42,62.39
2023-07-01,Tienda-06,Oriente,Electronica,2,321.13,235.29
2023-07-01,Tienda-04,Capital,Alimentos,5,78.14,63.36
2023-07-01,Tienda-07,Capital,Electronica,2,290.01,242.42
2023-07-02,Tienda-04,Capital,Electronica,1,151.22,91.62
2023-07-02,Tienda-04,Capital,Electronica,2,320.38,225.84
2023-07-02,Tienda-07,Capital,Electronica,2,292.84,248.57
2023-07-02,Tienda-10,Capital,Alimentos,1,14.92,10.57
2023-07-02,Tienda-06,Oriente,Limpieza,2,24.85,17.7
2023-07-02,Tienda-05,Central,Alimentos,5,82.35,56.33
2023-07-02,Tienda-10,Capital,Alimentos,1,16.1,12.63
2023-07-02,Tienda-07,Capital,Hogar,11,462.27,359.57
2023-07-02,Tienda-09,Capital,Alimentos,3,41.09,31.09
2023-07-02,Tienda-07,Capital,Bebidas,2,17.39,12.48
2023-07-03,Tienda-07,Capital,Electronica,1,155.5,97.99
2023-07-03,Tienda-02,Central,Alimentos,6,89.37,64.85
2023-07-03,Tienda-02,Central,Bebidas,9,72.19,58.81
2023-07-03,Tienda-05,Central,Electronica,1,164.47,103.84
2023-07-03,Tienda-06,Oriente,Hogar,8,340.91,261.4
2023-07-03,Tienda-04,Capital,Limpieza,6,76.0,51.0
2023-07-03,Tienda-06,Oriente,Bebidas,5,43.71,35.0
2023-07-03,Tienda-07,Capital,Alimentos,4,57.79,39.77
2023-07-03,Tienda-03,Andes,Alimentos,7,103.26,75.04
2023-07-03,Tienda-06,Oriente,Alimentos,8,127.33,106.96
2023-07-03,Tienda-06,Oriente,Alimentos,6,84.78,71.07
2023-07-04,Tienda-05,Central,Hogar,6,273.22,226.62
2023-07-04,Tienda-06,Oriente,Alimentos,6,82.86,63.4
2023-07-04,Tienda-05,Central,Limpieza,3,37.38,29.55
2023-07-04,Tienda-05,Central,Electronica,1,154.24,102.12
2023-07-04,Tienda-02,Central,Electronica,1,147.54,108.13
2023-07-04,Tienda-05,Central,Limpieza,3,34.35,24.73
2023-07-04,Tienda-02,Central,Hogar,7,290.39,236.48
2023-07-05,Tienda-01,Oriente,Bebidas,7,59.05,48.38
2023-07-05,Tienda-06,Oriente,Bebidas,7,59.54,36.05
2023-07-05,Tienda-07,Capital,Hogar,2,81.46,59.28
2023-07-05,Tienda-01,Oriente,Alimentos,2,30.34,18.98
2023-07-05,Tienda-05,Central,Alimentos,4,56.52,36.25
2023-07-05,Tienda-04,Capital,Bebidas,1,7.5,5.53
2023-07-05,Tienda-03,Andes,Limpieza,2,23.28,14.73
2023-07-05,Tienda-08,Andes,Limpieza,1,12.69,8.93
2023-07-05,Tienda-07,Capital,Limpieza,3,36.53,25.8
2023-07-05,Tienda-08,Andes,Limpieza,7,80.44,59.49
2023-07-05,Tienda-04,Capital,Alimentos,3,42.94,27.77
2023-07-05,Tienda-10,Capital,Limpieza,7,86.55,55.61
2023-07-05,Tienda-02,Central,Alimentos,1,15.45,11.02
2023-07-05,Tienda-08,Andes,Electronica,1,155.62,107.67
2023-07-05,Tienda-03,Andes,Alimentos,4,64.86,49.2
2023-07-05,Tienda-03,Andes,Alimentos,1,15.72,12.29
2023-07-06,Tienda-07,Capital,Hogar,9,426.76,282.16
2023-07-06,Tienda-10,Capital,Limpieza,6,78.17,60.33
2023-07-06,Tienda-09,Capital,Limpieza,9,115.97,83.74
2023-07-06,Tienda-02,Central,Alimentos,6,91.06,76.98
2023-07-06,Tienda-09,Capital,Alimentos,2,31.92,20.79
2023-07-06,Tienda-10,Capital,Electronica,2,319.81,204.73
2023-07-07,Tienda-03,Andes,Electronica,2,306.2,241.08
2023-07-07,Tienda-02,Central,Alimentos,2,31.14,24.17
2023-07-07,Tienda-10,Capital,Bebidas,2,14.68,9.32
2023-07-07,Tienda-05,Central,Alimentos,4,60.66,46.16
2023-07-07,Tienda-01,Oriente,Bebidas,4,30.56,20.38
2023-07-07,Tienda-08,Andes,Hogar,8,369.29,294.72
2023-07-08,Tienda-04,Capital,Bebidas,2,16.04,10.48
2023-07-08,Tienda-06,Oriente,Alimentos,10,160.14,116.71
2023-07-08,Tienda-10,Capital,Limpieza,7,89.27,56.9
2023-07-08,Tienda-10,Capital,Hogar,2,86.83,72.9
2023-07-08,Tienda-03,Andes,Bebidas,2,14.87,12.29
2023-07-08,Tienda-03,Andes,Hogar,6,292.93,222.0
2023-07-08,Tienda-01,Oriente,Limpieza,7,83.27,62.69
2023-07-08,Tienda-08,Andes,Electronica,2,309.81,221.46
2023-07-08,Tienda-08,Andes,Alimentos,3,47.95,29.65
2023-07-08,Tienda-08,Andes,Limpieza,9,110.56,72.58
2023-07-09,Tienda-07,Capital,Limpieza,2,23.9,15.61
2023-07-09,Tienda-05,Central,Limpieza,3,38.69,26.69
2023-07-09,Tienda-02,Central,Alimentos,9,133.94,96.05
2023-07-09,Tienda-07,Capital,Bebidas,5,37.27,31.02
2023-07-09,Tienda-06,Oriente,Hogar,10,416.64,301.96
2023-07-09,Tienda-08,Andes,Alimentos,9,132.47,89.46
2023-07-09,Tienda-04,Capital,Electronica,2,310.28,223.2
2023-07-10,Tienda-06,Oriente,Limpieza,3,33.1,25.33
2023-07-10,Tienda-02,Central,Alimentos,5,74.33,45.2
2023-07-10,Tienda-01,Oriente,Cuidado Personal,6,109.71,79.01
2023-07-10,Tienda-01,Oriente,Bebidas,9,71.19,59.07
2023-07-11,Tienda-10,Capital,Bebidas,7,55.18,45.05
2023-07-11,Tienda-03,Andes,Limpieza,7,85.14,63.02
2023-07-11,Tienda-10,Capital,Cuidado Personal,8,147.23,108.59
2023-07-11,Tienda-07,Capital,Hogar,8,379.32,318.82
2023-07-11,Tienda-08,Andes,Cuidado Personal,5,81.41,51.8
2023-07-11,Tienda-02,Central,Electronica,1,146.45,89.34
2023-07-12,Tienda-09,Capital,Hogar,2,93.81,64.17
2023-07-12,Tienda-03,Andes,Electronica,1,149.98,94.69
2023-07-12,Tienda-01,Oriente,Electronica,2,324.33,222.2
2023-07-12,Tienda-10,Capital,Limpieza,8,94.13,69.39
2023-07-12,Tienda-03,Andes,Cuidado Personal,3,55.63,35.23
2023-07-12,Tienda-04,Capital,Cuidado Personal,1,19.42,13.37
2023-07-12,Tienda-06,Oriente,Cuidado Personal,7,122.44,95.97
2023-07-12,Tienda-01,Oriente,Electronica,2,303.67,240.32
2023-07-12,Tienda-09,Capital,Alimentos,3,48.9,40.02
2023-07-12,Tienda-08,Andes,Hogar,8,346.18,235.83
2023-07-13,Tienda-09,Capital,Hogar,6,254.17,152.54
2023-07-13,Tienda-01,Oriente,Electronica,1,146.73,116.5
2023-07-13,Tienda-01,Oriente,Alimentos,1,15.78,11.78
2023-07-13,Tienda-07,Capital,Cuidado Personal,4,65.08,48.24
2023-07-13,Tienda-02,Central,Alimentos,7,105.24,67.66
2023-07-13,Tienda-07,Capital,Hogar,6,286.41,228.24
2023-07-14,Tienda-06,Oriente,Cuidado Personal,9,174.27,114.95
2023-07-14,Tienda-09,Capital,Hogar,4,168.29,115.77
2023-07-14,Tienda-05,Central,Cuidado Personal,5,94.95,73.0
2023-07-14,Tienda-10,Capital,Bebidas,8,66.91,49.19
2023-07-14,Tienda-04,Capital,Electronica,1,137.07,85.06
2023-07-14,Tienda-02,Central,Limpieza,6,71.06,58.83
2023-07-14,Tienda-10,Capital,Electronica,2,281.65,214.9
2023-07-15,Tienda-03,Andes,Bebidas,7,59.41,49.57
2023-07-15,Tienda-02,Central,Cuidado Personal,5,89.47,58.35
2023-07-15,Tienda-03,Andes,Alimentos,2,32.72,26.19
2023-07-15,Tienda-04,Capital,Limpieza,6,69.87,42.01
2023-07-15,Tienda-05,Central,Hogar,3,135.02,101.85
2023-07-16,Tienda-04,Capital,Cuidado Personal,11,207.85,127.1
2023-07-16,Tienda-03,Andes,Cuidado Personal,5,90.2,58.1
2023-07-16,Tienda-02,Central,Limpieza,11,141.21,110.96
2023-07-16,Tienda-06,Oriente,Alimentos,1,15.24,9.51
2023-07-16,Tienda-08,Andes,Electronica,1,155.34,97.27
2023-07-16,Tienda-04,Capital,Alimentos,2,32.34,24.02
2023-07-17,Tienda-08,Andes,Alimentos,9,125.55,106.48
2023-07-17,Tienda-05,Central,Alimentos,8,127.23,94.6
2023-07-17,Tienda-01,Oriente,Alimentos,3,41.44,24.92
2023-07-17,Tienda-02,Central,Hogar,1,49.3,33.41
2023-07-17,Tienda-01,Oriente,Limpieza,7,78.92,59.57
2023-07-17,Tienda-04,Capital,Electronica,2,298.2,183.44
2023-07-17,Tienda-05,Central,Cuidado Personal,6,107.61,72.28
2023-07-18,Tienda-07,Capital,Limpieza,4,50.0,35.07
2023-07-18,Tienda-01,Oriente,Bebidas,1,8.49,6.62
2023-07-18,Tienda-03,Andes,Alimentos,5,67.57,53.53
2023-07-18,Tienda-09,Capital,Alimentos,9,131.71,88.66
2023-07-18,Tienda-06,Oriente,Limpieza,4,44.93,27.65
2023-07-18,Tienda-03,Andes,Electronica,1,142.04,113.92
2023-07-19,Tienda-10,Capital,Bebidas,5,37.21,29.58
2023-07-19,Tienda-05,Central,Alimentos,1,15.88,12.93
2023-07-19,Tienda-03,Andes,Alimentos,8,109.79,71.37
2023-07-19,Tienda-08,Andes,Alimentos,2,29.87,19.36
2023-07-19,Tienda-09,Capital,Bebidas,8,66.62,49.07
2023-07-19,Tienda-01,Oriente,Limpieza,9,109.2,76.25
2023-07-19,Tienda-01,Oriente,Alimentos,9,144.97,117.57
2023-07-19,Tienda-02,Central,Limpieza,5,54.81,44.56
2023-07-19,Tienda-04,Capital,Alimentos,6,84.21,56.07
2023-07-20,Tienda-07,Capital,Hogar,3,139.62,86.36
2023-07-20,Tienda-05,Central,Alimentos,6,94.68,58.16
2023-07-20,Tienda-07,Capital,Electronica,1,147.11,105.25
2023-07-20,Tienda-02,Central,Electronica,1,135.14,108.29
2023-07-20,Tienda-03,Andes,Hogar,3,132.59,85.32
2023-07-20,Tienda-01,Oriente,Electronica,2,297.95,190.06
2023-07-20,Tienda-06,Oriente,Hogar,6,290.78,227.82
2023-07-21,Tienda-04,Capital,Cuidado Personal,5,86.85,52.12
2023-07-21,Tienda-09,Capital,Alimentos,7,114.92,78.37
2023-07-21,Tienda-02,Central,Limpieza,9,98.53,78.34
2023-07-21,Tienda-10,Capital,Hogar,3,148.42,104.88
2023-07-21,Tienda-05,Central,Alimentos,8,117.51,78.54
2023-07-21,Tienda-07,Capital,Limpieza,5,61.51,51.58
2023-07-21,Tienda-05,Central,Alimentos,4,58.72,46.67
2023-07-21,Tienda-07,Capital,Limpieza,6,72.97,50.17
2023-07-21,Tienda-04,Capital,Alimentos,8,128.14,102.69
2023-07-21,Tienda-10,Capital,Bebidas,9,77.8,55.38
2023-07-22,Tienda-09,Capital,Alimentos,10,149.82,121.04
2023-07-22,Tienda-10,Capital,Alimentos,7,103.39,71.16
2023-07-22,Tienda-08,Andes,Bebidas,10,78.64,49.69
2023-07-22,Tienda-07,Capital,Hogar,7,333.19,208.12
2023-07-22,Tienda-01,Oriente,Alimentos,3,45.27,28.22
2023-07-22,Tienda-04,Capital,Alimentos,7,96.14,68.65
2023-07-22,Tienda-01,Oriente,Alimentos,7,105.07,76.13
2023-07-22,Tienda-10,Capital,Cuidado Personal,6,117.95,83.5
2023-07-22,Tienda-03,Andes,Alimentos,9,130.33,80.5
2023-07-23,Tienda-08,Andes,Alimentos,10,153.59,92.32
2023-07-23,Tienda-08,Andes,Cuidado Personal,11,198.03,128.48
2023-07-23,Tienda-04,Capital,Cuidado Personal,3,58.47,39.76
2023-07-23,Tienda-04,Capital,Limpieza,1,13.11,9.32
2023-07-23,Tienda-03,Andes,Cuidado Personal,1,18.64,15.63
2023-07-23,Tienda-07,Capital,Hogar,7,299.98,206.12
2023-07-23,Tienda-04,Capital,Alimentos,9,125.25,79.36
2023-07-23,Tienda-09,Capital,Alimentos,3,47.99,36.62
2023-07-23,Tienda-07,Capital,Alimentos,1,14.45,11.13
2023-07-23,Tienda-07,Capital,Alimentos,3,41.72,35.25
2023-07-24,Tienda-04,Capital,Alimentos,2,30.39,22.37
2023-07-24,Tienda-05,Central,Alimentos,3,44.78,31.45
2023-07-24,Tienda-07,Capital,Hogar,1,47.16,39.85
2023-07-24,Tienda-09,Capital,Limpieza,7,79.89,64.77
2023-07-24,Tienda-04,Capital,Bebidas,2,17.31,13.19
2023-07-24,Tienda-09,Capital,Cuidado Personal,5,91.34,56.63
2023-07-24,Tienda-05,Central,Cuidado Personal,7,114.4,81.58
2023-07-24,Tienda-01,Oriente,Limpieza,9,114.85,71.88
2023-07-24,Tienda-10,Capital,Alimentos,8,118.04,95.26
2023-07-24,Tienda-07,Capital,Limpieza,6,65.08,39.6
2023-07-24,Tienda-09,Capital,Hogar,1,48.0,36.45
2023-07-24,Tienda-05,Central,Alimentos,8,116.44,71.02
2023-07-25,Tienda-03,Andes,Alimentos,2,31.22,23.84
2023-07-25,Tienda-05,Central,Hogar,7,330.86,239.44
2023-07-25,Tienda-08,Andes,Hogar,7,303.77,255.08
2023-07-25,Tienda-06,Oriente,Cuidado Personal,6,108.01,89.72
2023-07-25,Tienda-04,Capital,Bebidas,5,42.1,33.33
2023-07-26,Tienda-03,Andes,Bebidas,7,58.52,37.45
2023-07-26,Tienda-08,Andes,Limpieza,9,113.68,92.61
2023-07-26,Tienda-05,Central,Alimentos,5,68.84,42.0
2023-07-26,Tienda-08,Andes,Hogar,6,259.88,186.0
2023-07-26,Tienda-02,Central,Hogar,8,390.06,317.97
2023-07-26,Tienda-07,Capital,Alimentos,4,60.73,45.46
2023-07-26,Tienda-03,Andes,Hogar,8,325.87,208.02
2023-07-26,Tienda-07,Capital,Alimentos,2,28.03,18.04
2023-07-27,Tienda-05,Central,Cuidado Personal,2,34.56,27.72
2023-07-27,Tienda-05,Central,Alimentos,1,15.68,12.99
2023-07-27,Tienda-05,Central,Alimentos,6,85.21,58.91
2023-07-27,Tienda-05,Central,Alimentos,9,125.55,90.63
2023-07-27,Tienda-08,Andes,Alimentos,7,105.16,74.0
2023-07-28,Tienda-03,Andes,Electronica,1,139.47,87.65
2023-07-28,Tienda-10,Capital,Bebidas,1,7.34,5.61
2023-07-28,Tienda-04,Capital,Limpieza,1,13.2,10.09
2023-07-28,Tienda-05,Central,Hogar,7,342.47,255.03
2023-07-28,Tienda-10,Capital,Alimentos,2,27.24,22.58
2023-07-29,Tienda-08,Andes,Cuidado Personal,7,121.3,92.4
2023-07-29,Tienda-03,Andes,Hogar,5,208.91,154.53
2023-07-29,Tienda-01,Oriente,Electronica,1,158.69,102.17
2023-07-29,Tienda-06,Oriente,Electronica,1,161.16,100.52
2023-07-29,Tienda-10,Capital,Limpieza,5,55.46,45.63
2023-07-29,Tienda-06,Oriente,Hogar,2,84.55,60.56
2023-07-29,Tienda-10,Capital,Electronica,1,158.48,112.33
2023-07-29,Tienda-09,Capital,Alimentos,6,96.16,64.35
2023-07-29,Tienda-03,Andes,Hogar,11,501.48,334.36
2023-07-30,Tienda-06,Oriente,Cuidado Personal,9,154.65,118.17
2023-07-30,Tienda-01,Oriente,Cuidado Personal,6,104.69,62.92
2023-07-30,Tienda-08,Andes,Bebidas,11,82.93,64.65
2023-07-30,Tienda-10,Capital,Bebidas,5,42.5,33.57
2023-07-30,Tienda-05,Central,Hogar,2,84.6,67.78
2023-07-30,Tienda-08,Andes,Electronica,2,272.49,211.01
2023-07-30,Tienda-02,Central,Bebidas,3,25.5,16.95
2023-07-30,Tienda-05,Central,Alimentos,11,155.97,96.42
2023-07-31,Tienda-02,Central,Hogar,1,42.38,33.59
2023-07-31,Tienda-10,Capital,Alimentos,8,117.91,95.11
2023-07-31,Tienda-01,Oriente,Limpieza,5,58.79,46.8
2023-07-31,Tienda-01,Oriente,Alimentos,8,124.33,83.28
2023-07-31,Tienda-09,Capital,Electronica,1,149.56,106.63
2023-08-01,Tienda-04,Capital,Alimentos,1,14.68,11.56
2023-08-01,Tienda-09,Capital,Alimentos,6,82.59,50.04
2023-08-01,Tienda-03,Andes,Alimentos,3,43.17,31.87
2023-08-01,Tienda-07,Capital,Limpieza,5,54.51,42.69
2023-08-01,Tienda-01,Oriente,Bebidas,4,33.73,20.44
2023-08-01,Tienda-06,Oriente,Electronica,1,139.15,84.58
2023-08-02,Tienda-08,Andes,Hogar,7,300.46,207.74
2023-08-02,Tienda-08,Andes,Cuidado Personal,8,140.77,88.88
2023-08-02,Tienda-08,Andes,Bebidas,9,78.14,50.39
2023-08-02,Tienda-07,Capital,Electronica,1,153.57,105.79
2023-08-02,Tienda-03,Andes,Alimentos,6,86.27,73.01
2023-08-03,Tienda-08,Andes,Hogar,8,380.21,281.79
2023-08-03,Tienda-02,Central,Cuidado Personal,8,151.27,107.19
2023-08-03,Tienda-01,Oriente,Limpieza,8,89.38,65.61
2023-08-03,Tienda-02,Central,Bebidas,7,58.64,36.09
2023-08-03,Tienda-02,Central,Hogar,3,144.7,90.38
2023-08-03,Tienda-09,Capital,Hogar,7,306.6,196.2
2023-08-04,Tienda-05,Central,Bebidas,8,60.19,43.52
2023-08-04,Tienda-01,Oriente,Electronica,2,298.04,223.24
2023-08-04,Tienda-02,Central,Hogar,7,308.65,212.11
2023-08-04,Tienda-03,Andes,Alimentos,4,56.2,34.65
2023-08-04,Tienda-06,Oriente,Bebidas,9,76.26,53.24
2023-08-04,Tienda-03,Andes,Alimentos,8,124.61,97.49
2023-08-04,Tienda-08,Andes,Bebidas,7,56.8,46.66
